11/30/15 16:27:25 [7136][53f59826-cc14-1aa5-7f55-557e8e9c0d20][FATAL] SugarPHPMailer encountered an error: The following From address failed: support@oaucdl.edu.ng
11/30/15 16:53:23 [5500][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] Exception in Controller: Index doesn't exists in the specified directory.
11/30/15 17:13:03 [4048][364bf5bc-ff62-c92f-96a3-55800394c989][FATAL] SugarPHPMailer encountered an error: Invalid address: 
11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:38 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_conditions failed to load

11/30/15 18:26:39 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_conditions failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

11/30/15 18:28:15 [4048][17cc5a40-f795-0cad-6711-563b32995b39][FATAL] aor_reports for aor_report_aor_fields failed to load

